Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spread,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point,data_as_of,data_loaded_at
20028824,0,200288240,2535 SUTTER STREET,2020/03/06,200661315,2020/03/06 10:47:35 AM,2020/03/06 10:50:36 AM,2020/03/06 11:01:49 AM,San Francisco,94115,B05,10,4262,3,10,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Japantown,POINT (-122.442122 37.784892),2020/03/06 11:01:49 AM,2025/03/16 02:20:48 AM
20028825,0,200288250,2 MINT,2020/03/06,200661318,2020/03/06 10:48:47 AM,2020/03/06 10:51:44 AM,2020/03/06 10:58:42 AM,San Francisco,94103,B03,01,2246,2,5,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407311 37.783292),2020/03/06 10:58:42 AM,2025/03/16 02:20:48 AM
20028829,0,200288290,3067 16TH STREET,2020/03/06,200661334,2020/03/06 10:52:40 AM,2020/03/06 10:57:39 AM,2020/03/06 11:41:33 AM,San Francisco,94103,B02,07,5236,1,4,0,0,0,0,,,,0,0,0,0,1,"440 Electrical  wiring/equipment problem, other",N None,45 Remove hazard,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.421119 37.764895),2020/03/06 11:41:33 AM,2025/03/16 02:20:48 AM
20028844,0,200288440,1100 GREEN STREET,2020/03/06,200661474,2020/03/06 11:30:04 AM,2020/03/06 11:32:57 AM,2020/03/06 11:38:34 AM,San Francisco,94133,B01,41,1533,1,4,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,"00 Action taken, other",,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Russian Hill,POINT (-122.417319 37.79853),2020/03/06 11:38:34 AM,2025/03/16 02:20:48 AM
20028846,0,200288460,301 KING STREET,2020/03/06,200661479,2020/03/06 11:32:00 AM,2020/03/06 11:35:21 AM,2020/03/06 11:44:59 AM,San Francisco,94107,B03,08,2236,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Mission Bay,POINT (-122.394068 37.776289),2020/03/06 11:44:59 AM,2025/03/16 02:20:48 AM
20028850,0,200288500,2693 BRYANT STREET,2020/03/06,200661515,2020/03/06 11:40:42 AM,2020/03/06 11:42:57 AM,2020/03/06 12:01:30 PM,San Francisco,94110,B06,09,5532,10,37,1,2,1,2,,,,0,0,0,0,1,"440 Electrical  wiring/equipment problem, other",N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.408909 37.751364),2020/03/06 12:01:30 PM,2025/03/16 02:20:48 AM
20028851,0,200288510,334 MASON STREET,2020/03/06,200661530,2020/03/06 11:42:35 AM,2020/03/06 11:45:17 AM,2020/03/06 11:54:39 AM,San Francisco,94102,B01,03,1411,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.40971 37.786758),2020/03/06 11:54:39 AM,2025/03/16 02:20:48 AM
20028858,0,200288580,300 CLAY STREET,2020/03/06,200661577,2020/03/06 11:52:24 AM,2020/03/06 11:53:59 AM,2020/03/06 12:04:49 PM,San Francisco,94111,B01,13,1133,4,12,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.399227 37.795607),2020/03/06 12:04:49 PM,2025/03/16 02:20:48 AM
20028860,0,200288600,5600 3RD STREET,2020/03/06,200661612,2020/03/06 11:59:10 AM,2020/03/06 12:00:45 PM,2020/03/06 12:18:09 PM,San Francisco,94124,B10,17,6537,4,11,0,0,0,0,,,,0,0,0,0,1,"744 Detector activation, no fire - unintentional",N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.393684 37.726938),2020/03/06 12:18:09 PM,2025/03/16 02:20:48 AM
20028864,0,200288640,25 BALCETA AVENUE,2020/03/06,200661671,2020/03/06 12:14:28 PM,2020/03/06 12:17:57 PM,2020/03/06 02:08:57 PM,San Francisco,94127,B08,39,8644,1,4,1,2,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,31 Provide first aid & check for injuries,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.45639 37.746134),2020/03/06 02:08:57 PM,2025/03/16 02:20:48 AM
20028870,0,200288700,405 VALENCIA ST 512,2020/03/06,200661757,2020/03/06 12:33:35 PM,2020/03/06 12:40:52 PM,2020/03/06 12:51:47 PM,San Francisco,94103,B02,07,5247,1,5,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.421714 37.766409),2020/03/06 12:51:47 PM,2025/03/16 02:20:48 AM
20028873,0,200288730,55 CHUMASERO DRIVE,2020/03/06,200661772,2020/03/06 12:38:13 PM,2020/03/06 12:41:52 PM,2020/03/06 12:50:22 PM,San Francisco,94132,B08,33,8422,3,11,0,0,0,0,,,,0,0,0,0,1,"715 Local alarm system, malicious false alarm",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.473075 37.713829),2020/03/06 12:50:22 PM,2025/03/16 02:20:48 AM
20028875,0,200288750,866 FOERSTER STREET,2020/03/06,200661787,2020/03/06 12:42:44 PM,2020/03/06 12:45:31 PM,2020/03/06 01:44:42 PM,San Francisco,94127,B09,39,8246,2,8,0,0,0,0,,,,0,0,0,0,1,552 Police matter,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.447488 37.736085),2020/03/06 01:44:42 PM,2025/03/16 02:20:48 AM
20028876,0,200288760,FRANKLIN STREET,2020/03/06,200661800,2020/03/06 12:45:23 PM,2020/03/06 12:54:15 PM,2020/03/06 12:55:22 PM,San Francisco,94109,B02,03,3221,1,4,1,2,0,0,,,,0,0,0,0,1,324 Motor vehicle accident with no injuries.,N None,"00 Action taken, other",,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Western Addition,POINT (-122.422559 37.783152),2020/03/06 12:55:22 PM,2025/03/16 02:20:48 AM
20028877,0,200288770,2260 WASHINGTON STREET,2020/03/06,200661801,2020/03/06 12:45:26 PM,2020/03/06 12:48:52 PM,2020/03/06 12:50:59 PM,San Francisco,94115,B04,38,3436,3,10,0,0,0,0,,,,0,0,0,0,1,"740 Unintentional transmission of alarm, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.43045 37.792159),2020/03/06 12:50:59 PM,2025/03/16 02:20:48 AM
20028878,0,200288780,85 BLUXOME STREET,2020/03/06,200661818,2020/03/06 12:50:20 PM,2020/03/06 12:51:56 PM,2020/03/06 12:53:41 PM,San Francisco,94107,B03,08,2223,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.397548 37.776178),2020/03/06 12:53:41 PM,2025/03/16 02:20:48 AM
20028881,0,200288810,PINE STREET,2020/03/06,200661846,2020/03/06 12:58:19 PM,2020/03/06 01:01:08 PM,2020/03/06 02:41:18 PM,San Francisco,94111,B01,13,1136,3,11,2,3,0,0,,,,0,0,0,0,1,412 Gas leak (natural gas or LPG),N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.397387 37.792405),2020/03/06 02:41:18 PM,2025/03/16 02:20:48 AM
20028882,0,200288820,655 PINE STREET,2020/03/06,200661857,2020/03/06 01:02:09 PM,2020/03/06 01:07:04 PM,2020/03/06 01:16:04 PM,San Francisco,94108,B01,02,1325,4,12,0,0,0,0,,,,0,0,0,0,1,"651 Smoke scare, odor of smoke",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.406603 37.79132),2020/03/06 01:16:04 PM,2025/03/16 02:20:48 AM
20028884,0,200288840,2251 GREENWICH STREET,2020/03/06,200661861,2020/03/06 01:03:46 PM,2020/03/06 01:03:46 PM,2020/03/06 01:04:13 PM,San Francisco,94123,B04,16,3553,1,5,0,0,0,0,,,,0,0,0,0,1,551 Assist police or other governmental agency,N None,65 Secure property,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Marina,POINT (-122.43672 37.798582),2020/03/06 01:04:13 PM,2025/03/16 02:20:48 AM
20028887,0,200288870,6TH STREET,2020/03/06,200661901,2020/03/06 01:15:26 PM,2020/03/06 01:17:52 PM,2020/03/06 01:39:34 PM,San Francisco,94103,B03,01,2253,1,4,0,0,0,0,,,,0,0,0,0,1,"520 Water problem, other",N None,92 Standby,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.405071 37.778068),2020/03/06 01:39:34 PM,2025/03/16 02:20:48 AM
20028893,0,200288930,106 6TH STREET,2020/03/06,200661963,2020/03/06 01:32:03 PM,2020/03/06 01:36:31 PM,2020/03/06 01:43:54 PM,San Francisco,94103,B03,01,2251,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.408662 37.78063),2020/03/06 01:43:54 PM,2025/03/16 02:20:48 AM
20028898,0,200288980,29TH STREET,2020/03/06,200662005,2020/03/06 01:43:58 PM,2020/03/06 01:49:05 PM,2020/03/06 02:21:02 PM,San Francisco,94110,B06,11,5625,1,4,1,2,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,32 Provide basic life support (BLS),,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Noe Valley,POINT (-122.422672 37.743943),2020/03/06 02:21:02 PM,2025/03/16 02:20:48 AM
20028904,0,200289040,MARKET STREET,2020/03/06,200662092,2020/03/06 02:07:23 PM,2020/03/06 02:10:54 PM,2020/03/06 02:17:31 PM,San Francisco,94114,B05,06,5252,1,5,0,0,0,0,,,,0,0,0,0,1,553 Public service,N None,75 Provide equipment,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.433075 37.764193),2020/03/06 02:17:31 PM,2025/03/16 02:20:48 AM
20028914,0,200289140,2201 MARKET STREET,2020/03/06,200662192,2020/03/06 02:33:49 PM,2020/03/06 02:38:07 PM,2020/03/06 02:42:12 PM,San Francisco,94114,B05,06,5231,1,4,0,0,0,0,,,,0,0,0,0,1,"440 Electrical  wiring/equipment problem, other",N None,86 Investigate,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.431027 37.76577),2020/03/06 02:42:12 PM,2025/03/16 02:20:48 AM
20028919,0,200289190,CESAR CHAVEZ STREET,2020/03/06,200662235,2020/03/06 02:46:19 PM,2020/03/06 02:51:40 PM,2020/03/06 04:09:22 PM,San Francisco,94124,B10,09,2626,2,8,2,3,0,0,,,,0,0,0,0,1,"320 Emergency medical service incident, other",N None,33 Provide advanced life support (ALS),,,,0000 Tent/Encampment,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.405096 37.74911),2020/03/06 04:09:22 PM,2025/03/16 02:20:48 AM
20028929,0,200289290,2380 CALIFORNIA ST 401,2020/03/06,200662329,2020/03/06 03:13:54 PM,2020/03/06 03:16:24 PM,2020/03/06 03:17:45 PM,San Francisco,94115,B04,38,3511,3,10,0,0,0,0,,,,0,0,0,0,1,"740 Unintentional transmission of alarm, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.433528 37.789016),2020/03/06 03:17:45 PM,2025/03/16 02:20:48 AM
20028931,0,200289310,552 PAGE STREET,2020/03/06,200662360,2020/03/06 03:21:52 PM,2020/03/06 03:25:28 PM,2020/03/06 03:35:45 PM,San Francisco,94117,B05,06,3531,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42987 37.773204),2020/03/06 03:35:45 PM,2025/03/16 02:20:48 AM
20028961,0,200289610,125 CAMBON DR 12G,2020/03/06,200662650,2020/03/06 04:29:28 PM,2020/03/06 04:38:44 PM,2020/03/06 04:51:42 PM,San Francisco,94132,B08,19,8428,1,4,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.47418 37.716828),2020/03/06 04:51:42 PM,2025/03/16 02:20:48 AM
20028962,0,200289620,3199 CLEMENT STREET,2020/03/06,200662652,2020/03/06 04:29:38 PM,2020/03/06 04:35:37 PM,2020/03/06 04:38:45 PM,San Francisco,94121,B07,14,7237,3,10,0,0,0,0,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,1 Detector alerted occupants,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.493355 37.781561),2020/03/06 04:38:45 PM,2025/03/16 02:20:48 AM
20028965,0,200289650,39 SOMERSET STREET,2020/03/06,200662694,2020/03/06 04:37:40 PM,2020/03/06 04:40:39 PM,2020/03/06 04:57:01 PM,San Francisco,94134,B10,42,6356,8,28,1,2,1,2,,,,0,0,0,0,1,531 Smoke or odor removal,N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Portola,POINT (-122.409222 37.730853),2020/03/06 04:57:01 PM,2025/03/16 02:20:48 AM
20028972,0,200289720,2300 FOLSOM STREET,2020/03/06,200662735,2020/03/06 04:46:25 PM,2020/03/06 04:46:25 PM,2020/03/06 04:47:02 PM,San Francisco,94110,B06,07,5447,1,5,0,0,0,0,,,,0,0,0,0,1,511 Lock-out,N None,"70 Assistance, other",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.41491 37.760448),2020/03/06 04:47:02 PM,2025/03/16 02:20:48 AM
20028980,0,200289800,44 MCALLISTER STREET,2020/03/06,200662859,2020/03/06 05:16:00 PM,2020/03/06 05:18:44 PM,2020/03/06 05:32:27 PM,San Francisco,94102,B03,36,1455,3,11,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412981 37.781086),2020/03/06 05:32:27 PM,2025/03/16 02:20:48 AM
20028984,0,200289840,44 MCALLISTER STREET,2020/03/06,200662908,2020/03/06 05:28:35 PM,2020/03/06 05:28:35 PM,2020/03/06 05:52:11 PM,San Francisco,94102,B03,36,1455,2,6,0,0,0,0,,,,0,0,0,0,1,"510 Person in distress, other",N None,"30 Emergency medical services, other",,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412981 37.781086),2020/03/06 05:52:11 PM,2025/03/16 02:20:48 AM
20028990,0,200289900,SAN JOSE AVENUE,2020/03/06,200663021,2020/03/06 05:56:12 PM,2020/03/06 05:59:54 PM,2020/03/06 06:05:56 PM,San Francisco,94131,B06,32,8112,1,4,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"80 Information, investigation & enforcement, other",,,,"921 Bridge, trestle",,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Bernal Heights,POINT (-122.426636 37.736321),2020/03/06 06:05:56 PM,2025/03/16 02:20:48 AM
20028997,0,200289970,764 MARKET STREET,2020/03/06,200663158,2020/03/06 06:27:52 PM,2020/03/06 06:30:28 PM,2020/03/06 06:33:26 PM,San Francisco,94103,B03,13,1322,1,4,0,0,0,0,,,,0,0,0,0,1,154 Dumpster or other outside trash receptacle fire,N None,11 Extinguishment by fire service personnel,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.405266 37.786291),2020/03/06 06:33:26 PM,2025/03/16 02:20:48 AM
20028998,0,200289980,33 8TH STREET,2020/03/06,200663161,2020/03/06 06:29:00 PM,2020/03/06 06:33:10 PM,2020/03/06 06:38:27 PM,San Francisco,94103,B02,36,2317,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.414304 37.778464),2020/03/06 06:38:27 PM,2025/03/16 02:20:48 AM
20028999,0,200289990,1215 CAYUGA AVENUE,2020/03/06,200663184,2020/03/06 06:38:51 PM,2020/03/06 06:41:07 PM,2020/03/06 06:50:40 PM,San Francisco,94112,B09,15,8332,3,11,0,0,0,0,,,,0,0,0,0,1,"746 Carbon monoxide detector activation, no CO",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,11,Outer Mission,POINT (-122.442695 37.719477),2020/03/06 06:50:40 PM,2025/03/16 02:20:48 AM
20029004,0,200290040,405 SERRANO DR 3,2020/03/06,200663227,2020/03/06 06:52:01 PM,2020/03/06 06:58:08 PM,2020/03/06 07:11:49 PM,San Francisco,94132,B08,19,8581,1,5,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,"70 Assistance, other",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.481573 37.718991),2020/03/06 07:11:49 PM,2025/03/16 02:20:48 AM
20029008,0,200290080,1556 HOWARD STREET,2020/03/06,200663264,2020/03/06 07:00:27 PM,2020/03/06 07:16:24 PM,2020/03/06 07:36:00 PM,San Francisco,94103,B02,36,5114,1,4,0,0,0,0,,,50,0,0,0,0,1,"150 Outside rubbish fire, other",N None,86 Investigate,,,,429 Multifamily dwelling,"05 Entranceway, lobby",1 Intentional,"00 Factors contributing to ignition, other",,00 Heat source: other,"36 Curtain, blind, drapery, tapestry",N None,,,,,NA,,,,,,,,,,,,,,,6,Mission,POINT (-122.416488 37.772358),2020/03/06 07:36:00 PM,2025/03/16 02:20:48 AM
20029010,0,200290100,1036 MISSION ST 8TH,2020/03/06,200663289,2020/03/06 07:07:42 PM,2020/03/06 07:11:28 PM,2020/03/06 07:20:58 PM,San Francisco,94103,B03,01,2251,1,4,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.409606 37.78036),2020/03/06 07:20:58 PM,2025/03/16 02:20:48 AM
20029012,0,200290120,18TH STREET,2020/03/06,200663299,2020/03/06 07:09:19 PM,2020/03/06 07:13:00 PM,2020/03/06 07:13:19 PM,San Francisco,94114,B05,06,5417,2,9,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"00 Action taken, other",,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.432796 37.76102),2020/03/06 07:13:19 PM,2025/03/16 02:20:48 AM
20029013,0,200290130,431 COLUMBUS AVENUE,2020/03/06,200663310,2020/03/06 07:11:45 PM,2020/03/06 07:12:47 PM,2020/03/06 07:25:40 PM,San Francisco,94133,B01,02,1333,8,29,1,2,1,2,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,U Unknown,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.408304 37.798905),2020/03/06 07:25:40 PM,2025/03/16 02:20:48 AM
20029016,0,200290160,1188 MISSION STREET,2020/03/06,200663328,2020/03/06 07:16:24 PM,2020/03/06 07:20:40 PM,2020/03/06 07:30:38 PM,San Francisco,94103,B02,01,2318,3,11,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.413031 37.777656),2020/03/06 07:30:38 PM,2025/03/16 02:20:48 AM
20029023,0,200290230,2230 15TH AVENUE,2020/03/06,200663363,2020/03/06 07:29:19 PM,2020/03/06 07:34:02 PM,2020/03/06 07:37:27 PM,San Francisco,94116,B08,40,7361,3,10,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.471199 37.746379),2020/03/06 07:37:27 PM,2025/03/16 02:20:48 AM
20029025,0,200290250,77 DAKOTA ST BLD 16,2020/03/06,200663386,2020/03/06 07:36:30 PM,2020/03/06 07:42:27 PM,2020/03/06 08:50:48 PM,San Francisco,94107,B10,37,2614,1,4,1,2,0,0,,,,0,0,0,0,1,"320 Emergency medical service incident, other",N None,33 Provide advanced life support (ALS),,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.39574 37.75389),2020/03/06 08:50:48 PM,2025/03/16 02:20:48 AM
20029026,0,200290260,LAPIDGE STREET,2020/03/06,200663398,2020/03/06 07:39:59 PM,2020/03/06 07:43:09 PM,2020/03/06 07:47:09 PM,San Francisco,94110,B02,07,5422,2,9,0,0,0,0,,,,0,0,0,0,1,622 No incident found on arrival at dispatch address,N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.422415 37.761648),2020/03/06 07:47:09 PM,2025/03/16 02:20:48 AM
20029032,0,200290320,2334 21ST AVENUE,2020/03/06,200663454,2020/03/06 08:01:54 PM,2020/03/06 08:05:21 PM,2020/03/06 08:13:19 PM,San Francisco,94116,B08,40,7416,3,10,0,0,0,0,,,,0,0,0,0,1,"150 Outside rubbish fire, other",N None,11 Extinguishment by fire service personnel,,,,419 1 or 2 family dwelling,"90 Outside area, other",1 Intentional,NN None,,"40 Hot or smoldering object, other","44 Chips, including wood chips",N None,,,,,NA,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.477834 37.744158),2020/03/06 08:13:19 PM,2025/03/16 02:20:48 AM
20029033,0,200290330,1935 MCALLISTER STREET,2020/03/06,200663463,2020/03/06 08:04:58 PM,2020/03/06 08:08:08 PM,2020/03/06 08:20:00 PM,San Francisco,94118,B05,21,4362,3,10,0,0,0,0,,,,0,0,0,0,1,"746 Carbon monoxide detector activation, no CO",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Lone Mountain/USF,POINT (-122.443907 37.777021),2020/03/06 08:20:00 PM,2025/03/16 02:20:48 AM
20029039,0,200290390,EDDY STREET,2020/03/06,200663527,2020/03/06 08:26:30 PM,2020/03/06 08:34:39 PM,2020/03/06 08:34:42 PM,San Francisco,94102,B03,03,1453,1,4,0,0,0,0,,,,0,0,0,0,1,411 Gasoline or other flammable liquid spill,N None,86 Investigate,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.409313 37.784348),2020/03/06 08:34:42 PM,2025/03/16 02:20:48 AM
20029044,0,200290440,601 CHENERY STREET,2020/03/06,200663573,2020/03/06 08:41:28 PM,2020/03/06 08:46:21 PM,2020/03/06 09:29:16 PM,San Francisco,94131,B06,32,8146,2,8,1,2,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,31 Provide first aid & check for injuries,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Glen Park,POINT (-122.431935 37.734526),2020/03/06 09:29:16 PM,2025/03/16 02:20:48 AM
20029053,0,200290530,20TH AVENUE,2020/03/06,200663636,2020/03/06 09:08:17 PM,2020/03/06 09:12:05 PM,2020/03/06 10:28:31 PM,San Francisco,94121,B07,14,7166,1,4,2,3,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,33 Provide advanced life support (ALS),,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Golden Gate Park,POINT (-122.478838 37.772812),2020/03/06 10:28:31 PM,2025/03/16 02:20:48 AM
20029054,0,200290540,2290 FULTON STREET,2020/03/06,200663637,2020/03/06 09:08:38 PM,2020/03/06 09:15:48 PM,2020/03/06 09:22:33 PM,San Francisco,94117,B05,21,4542,1,4,0,0,0,0,,,,0,0,0,0,1,531 Smoke or odor removal,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.454446 37.774854),2020/03/06 09:22:33 PM,2025/03/16 02:20:48 AM
20029071,0,200290710,737 POST STREET,2020/03/06,200663825,2020/03/06 10:08:42 PM,2020/03/06 10:12:02 PM,2020/03/06 10:16:36 PM,San Francisco,94109,B04,03,1543,1,5,0,0,0,0,,,,0,0,0,0,1,"510 Person in distress, other",N None,"00 Action taken, other",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.413969 37.787515),2020/03/06 10:16:36 PM,2025/03/16 02:20:48 AM
